text,label,sentiment,clean_text,token_count
Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,1,Bullish,Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,11
Best Buy stock price target raised to $105 from $86 at Oppenheimer,1,Bullish,Best Buy stock price target raised to $105 from $86 at Oppenheimer,12
Biogen stock price target raised to $392 from $320 at Instinet,1,Bullish,Biogen stock price target raised to $392 from $320 at Instinet,11
Biogen stock price target raised to $410 from $350 at SVB Leerink,1,Bullish,Biogen stock price target raised to $410 from $350 at SVB Leerink,12
Boeing stock price target raised to $427 from $406 at CFRA,1,Bullish,Boeing stock price target raised to $427 from $406 at CFRA,11
"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",1,Bullish,"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",9
"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,Bullish,"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",13
BTIG expects Domino's to boost buybacks,1,Bullish,BTIG expects Domino's to boost buybacks,6
BTIG sees 'material improvement' to Ocwen book value,1,Bullish,BTIG sees 'material improvement' to Ocwen book value,8
"Bull sees 2020 upsides for MU, WDC",1,Bullish,"Bull sees 2020 upsides for MU, WDC",7
Cabot upgraded to buy from neutral at UBS,1,Bullish,Cabot upgraded to buy from neutral at UBS,8
"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",1,Bullish,"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",12
Capital Southwest initiated at outperform at Raymond James with $23.50 price target,1,Bullish,Capital Southwest initiated at outperform at Raymond James with $23.50 price target,12
Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,1,Bullish,Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,13
CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,1,Bullish,CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,14
CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,1,Bullish,CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,11
Ciena stock price target raised to $47 vs. $43 at Instinet,1,Bullish,Ciena stock price target raised to $47 vs. $43 at Instinet,11
Citi gives big boost to Deere PT,1,Bullish,Citi gives big boost to Deere PT,7
Citi reels in PT on Nu Skin,1,Bullish,Citi reels in PT on Nu Skin,7
"CITRON SAYS IT'S LONG ON LUCKIN COFFEE

MW vs CItron",1,Bullish,CITRON SAYS IT'S LONG ON LUCKIN COFFEE MW vs CItron,10
CNH Industrial upped to Buy at Deutsche Bank on valuation,1,Bullish,CNH Industrial upped to Buy at Deutsche Bank on valuation,10
Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,1,Bullish,Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,13
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,1,Bullish,Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,12
CSX stock price target raised to $90 from $72 at Deutsche Bank,1,Bullish,CSX stock price target raised to $90 from $72 at Deutsche Bank,12
CSX upgraded to buy from hold at Deutsche Bank,1,Bullish,CSX upgraded to buy from hold at Deutsche Bank,9
CVS Health stock price target raised to $90 from $85 at SunTrust RH,1,Bullish,CVS Health stock price target raised to $90 from $85 at SunTrust RH,13
CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,1,Bullish,CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,10
Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,1,Bullish,Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,11
DLH Holdings maintained as buy with $7 price target at Canaccord,1,Bullish,DLH Holdings maintained as buy with $7 price target at Canaccord,11
Domtar upgraded to market perform at BMO Capital,1,Bullish,Domtar upgraded to market perform at BMO Capital,8
Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,1,Bullish,Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,13
"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25",1,Bullish,"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25",14
Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,1,Bullish,Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,15
"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",1,Bullish,"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",15
Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,1,Bullish,Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,14
Edgewell stock price target raised to $41 from $33 at CFRA,1,Bullish,Edgewell stock price target raised to $41 from $33 at CFRA,11
Elastic upgraded to buy from hold at Canaccord Genuity,1,Bullish,Elastic upgraded to buy from hold at Canaccord Genuity,9
"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",1,Bullish,"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",15
"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",1,Bullish,"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",17
Energizer shakes off JPMorgan's bear call,1,Bullish,Energizer shakes off JPMorgan's bear call,6
Equity Lifestyle Properties upgraded to outperform at BMO Capital,1,Bullish,Equity Lifestyle Properties upgraded to outperform at BMO Capital,9
Estee Lauder stock price target raised to $238 from $202 at Raymond James,1,Bullish,Estee Lauder stock price target raised to $238 from $202 at Raymond James,13
Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,1,Bullish,Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,12
FedEx stock price target raised to $168 from $163 at BofA Securities,1,Bullish,FedEx stock price target raised to $168 from $163 at BofA Securities,12
FleetCor stock price target raised to $325 from $310 at CFRA,1,Bullish,FleetCor stock price target raised to $325 from $310 at CFRA,11
Ford's electric SUV impresses Credit Suisse,1,Bullish,Ford's electric SUV impresses Credit Suisse,6
Fortinet stock price target raised to $115 from $104 at BMO Capital,1,Bullish,Fortinet stock price target raised to $115 from $104 at BMO Capital,12
Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,1,Bullish,Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,13
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,Bullish,"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",14
Goldman adds Workday to conviction list; shares +1%,1,Bullish,Goldman adds Workday to conviction list; shares +1%,8
"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",1,Bullish,"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",11
GrubHub stock price target raised to $40 from $34 at Oppenheimer,1,Bullish,GrubHub stock price target raised to $40 from $34 at Oppenheimer,11
GrubHub stock price target raised to $60 from $30 at Susquehanna,1,Bullish,GrubHub stock price target raised to $60 from $30 at Susquehanna,11
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,1,Bullish,Hasbro upgraded on earnings growth potential from Entertainment One acquisition,10
"Hasbro upgraded to buy from neutral at UBS, price target $117",1,Bullish,"Hasbro upgraded to buy from neutral at UBS, price target $117",11
Heat Biologics started at buy with $1 stock price target at Maxim Group,1,Bullish,Heat Biologics started at buy with $1 stock price target at Maxim Group,13
"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",1,Bullish,"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",17
Humana stock price target raised to $363 from $319 at Deutsche Bank,1,Bullish,Humana stock price target raised to $363 from $319 at Deutsche Bank,12
Huntsman named Conviction Buy at Goldman in chemical sector shuffle,1,Bullish,Huntsman named Conviction Buy at Goldman in chemical sector shuffle,10
Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,1,Bullish,Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,13
Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,1,Bullish,Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,11
Invitae Corp. maintained as buy at Benchmark,1,Bullish,Invitae Corp. maintained as buy at Benchmark,7
J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,1,Bullish,J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,15
Jabil stock price target raised to $47 from $36 at CFRA,1,Bullish,Jabil stock price target raised to $47 from $36 at CFRA,11
Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%. https://t.co/BJhXfQuRTd,1,Bullish,Jefferies analysts lifted Tesla <TICKER> shares to buy while paring the price target 19%.,14
JPMorgan likes Bausch Health in premarket analyst action,1,Bullish,JPMorgan likes Bausch Health in premarket analyst action,8
JPMorgan out bullish on Uber's upside potential,1,Bullish,JPMorgan out bullish on Uber's upside potential,7
Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,1,Bullish,Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,11
L3Harris started at buy with $280 stock price target at Benchmark,1,Bullish,L3Harris started at buy with $280 stock price target at Benchmark,11
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,1,Bullish,Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,12
Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,1,Bullish,Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,12
Lovesac maintained as buy at Canaccord,1,Bullish,Lovesac maintained as buy at Canaccord,6
Lululemon stock price target raised to $260 vs. $222 at Susquehanna,1,Bullish,Lululemon stock price target raised to $260 vs. $222 at Susquehanna,11
Lyft stock gets an upgrade due to competitive positioning,1,Bullish,Lyft stock gets an upgrade due to competitive positioning,9
LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,1,Bullish,LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,13
Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,1,Bullish,Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,15
Mesa Air reiterated as outperform at Cowen,1,Bullish,Mesa Air reiterated as outperform at Cowen,7
Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,1,Bullish,Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,14
Mizuho raises Intel on aggressive price cuts,1,Bullish,Mizuho raises Intel on aggressive price cuts,7
Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,1,Bullish,Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,13
Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar… https://t.co/NVjiO6Brwb,1,Bullish,Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: <TICKER>) from Equalweight to Overweight with a price tar,17
Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,1,Bullish,Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,10
Morgan Stanley joins mortgage sector bulls,1,Bullish,Morgan Stanley joins mortgage sector bulls,6
Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,1,Bullish,Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,10
Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,1,Bullish,Morgan Stanley upgrades NVIDIA <TICKER> from Equal-Weight to Overweight and announces $259 price target.,14
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth' https://t.co/9gTGxKbSGj",1,Bullish,"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth'",15
"Munster Doubles Down, Says Apple Has 40% Upside This Year",1,Bullish,"Munster Doubles Down, Says Apple Has 40% Upside This Year",10
New bull sees 22% upside for Splunk,1,Bullish,New bull sees 22% upside for Splunk,7
New for subscribers:  Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest... https://t.co/QbgS6IQXRt,1,Bullish,New for subscribers: Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest...,17
Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,1,Bullish,Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,14
NLight target raised on Nutronics deal,1,Bullish,NLight target raised on Nutronics deal,6
Nokia stock price target raised to $6.00 from $5.50 at MKM Partners,1,Bullish,Nokia stock price target raised to $6.00 from $5.50 at MKM Partners,12
Nuvasive upgraded to outperform vs market perform at Leerink,1,Bullish,Nuvasive upgraded to outperform vs market perform at Leerink,9
"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",1,Bullish,"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",16
Nvidia stock climbs after Morgan Stanley turns bullish,1,Bullish,Nvidia stock climbs after Morgan Stanley turns bullish,8
NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey,1,Bullish,NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey,14
Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,1,Bullish,Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,14
"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase… https://t.co/swy7IVNnQE",1,Bullish,"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase",18
Onto Innovation stock price target raised to $50 from $40 at Benchmark,1,Bullish,Onto Innovation stock price target raised to $50 from $40 at Benchmark,12
Owens Corning upgraded at Wells after raising residential insulation prices,1,Bullish,Owens Corning upgraded at Wells after raising residential insulation prices,10
"Owens Corning Upgraded On Strong Insulation, Roofing Potential",1,Bullish,"Owens Corning Upgraded On Strong Insulation, Roofing Potential",8
Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,1,Bullish,Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,13
"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",1,Bullish,"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",14
PennMac Financial rises to record as Piper gets more bullish,1,Bullish,PennMac Financial rises to record as Piper gets more bullish,10
Piper likes DexCom in premarket analyst action,1,Bullish,Piper likes DexCom in premarket analyst action,7
"Pixelworks, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",1,Bullish,"Pixelworks, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",12
